City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
246,lahaina,20.8783,-156.6825,26.560000000000002,79,20,1.06,US,1682273258
247,labytnangi,66.6572,66.4183,-3.7199999999999704,86,100,8.14,RU,1682273258
248,kos,36.8933,27.2889,16.689999999999998,75,0,6.68,GR,1682273258
249,pangoa,-12.1167,-73.0,27.53000000000003,64,34,1.66,PE,1682273259
250,anupgarh,29.1911,73.2086,27.02000000000004,14,0,2.73,IN,1682273259
251,westport,41.1415,-73.3579,18.379999999999995,80,100,4.63,US,1682272973
252,at taj,24.2049,23.2857,32.02000000000004,13,68,5.76,LY,1682273259
253,touros,-5.1989,-35.4608,29.060000000000002,66,67,6.42,BR,1682273039
254,nyurba,63.2842,118.3319,-15.569999999999993,100,57,1.13,RU,1682273260
255,mil'kovo,55.6078,37.7956,15.03000000000003,46,46,2.38,RU,1682273260
256,wanning,18.8003,110.3967,25.129999999999995,95,14,2.17,CN,1682273260
257,deland,29.0283,-81.3031,29.560000000000002,54,75,5.66,US,1682273261
258,fayroz koh,34.5195,65.2509,14.180000000000007,30,99,1.85,AF,1682273110
259,kovernino,57.1253,43.8142,11.03000000000003,57,64,1.35,RU,1682273261
260,khanty-mansiysk,61.0042,69.0019,4.060000000000002,100,100,4.0,RU,1682273261
261,taltal,-25.4,-70.4833,19.82000000000005,73,10,2.79,CL,1682273261
262,phalaborwa,-23.943,31.1411,24.110000000000014,51,33,4.75,ZA,1682273262
263,red oak,32.5176,-96.8044,10.680000000000007,89,100,5.14,US,1682273262
264,howard springs,-12.497,131.047,24.950000000000045,71,67,2.87,AU,1682273110
265,kolyvan',55.3053,82.7391,8.79000000000002,73,100,4.66,RU,1682273262
266,waingapu,-9.6567,120.2641,25.560000000000002,86,39,4.68,ID,1682273015
267,tromso,69.6496,18.957,-0.3499999999999659,64,75,8.23,NO,1682273263
268,pangkalanbuun,-2.6833,111.6167,25.100000000000023,92,94,0.78,ID,1682273263
269,vila velha,-20.3297,-40.2925,24.970000000000027,81,75,2.57,BR,1682273263
270,ponta delgada,37.7333,-25.6667,18.400000000000034,94,40,8.75,PT,1682273263
271,cannonvale,-20.2833,148.7,24.660000000000025,73,96,11.14,AU,1682273264
272,ouani,-12.1322,44.4258,27.80000000000001,78,23,1.85,KM,1682273264
273,bandon,51.7469,-8.7425,12.770000000000039,76,99,3.55,IE,1682273126
274,zabol,32.25,67.25,17.52000000000004,16,41,4.95,AF,1682273264
275,bermeo,43.4209,-2.7215,16.110000000000014,90,80,3.48,ES,1682273264
276,kupang,-10.1667,123.5833,25.870000000000005,77,45,5.28,ID,1682273265
277,duba,27.3513,35.6901,26.33000000000004,50,73,3.21,SA,1682273265
278,pangody,65.85,74.4859,0.5300000000000296,95,100,7.62,RU,1682273265
279,bezopasnoye,45.6483,41.936,11.420000000000016,77,95,3.36,RU,1682273265
280,ryotsu-minato,38.0833,138.4333,6.8799999999999955,50,18,3.27,JP,1682273265
281,asa,58.0167,14.6,7.710000000000036,88,100,3.54,SE,1682273266
282,uttar char fasson,22.2332,90.7132,26.590000000000032,65,41,2.79,BD,1682273266
283,delijan,33.9905,50.6838,20.58000000000004,27,81,3.44,IR,1682273266
284,sandnessjoen,66.0217,12.6316,4.800000000000011,55,20,5.66,NO,1682273266
285,chipinge,-20.1883,32.6236,18.54000000000002,57,67,1.54,ZW,1682273266
286,nadi,-17.8,177.4167,22.0,88,20,3.09,FJ,1682273267
287,kapuskasing,49.4169,-82.4331,0.3900000000000432,95,100,3.11,CA,1682273267
288,cagnano varano,41.8287,15.7732,16.340000000000032,80,96,1.87,IT,1682273267
289,visakhapatnam,17.69,83.2093,27.939999999999998,94,40,1.03,IN,1682273267
290,fort mcmurray,56.7268,-111.381,8.54000000000002,42,100,3.18,CA,1682273243
291,zaragoza,41.6561,-0.8773,21.25,51,20,9.26,ES,1682272982
292,sampit,-2.5333,112.95,25.129999999999995,92,85,0.98,ID,1682273268
293,goz beida,13.95,20.55,34.14000000000004,15,43,3.79,TD,1682273268
294,praia da vitoria,38.7333,-27.0667,17.939999999999998,89,100,8.64,PT,1682273268
295,hinton,53.4001,-117.5857,7.970000000000027,71,100,1.39,CA,1682273269
296,saruhanli,38.7346,27.5681,13.670000000000016,65,8,2.1,TR,1682273269
297,atar,20.5169,-13.0499,34.31,11,0,4.51,MR,1682273269
298,luza,60.6308,47.2512,4.990000000000009,71,97,1.84,RU,1682273269
299,figuig (centre),32.1089,-1.2286,26.810000000000002,20,100,2.76,MA,1682273270
300,saint-philippe,-21.3585,55.7679,25.77000000000004,78,99,3.52,RE,1682273270
301,thoen,17.6129,99.2161,25.170000000000016,75,70,1.02,TH,1682273270
302,lejanias,3.5251,-74.0216,23.460000000000036,88,100,0.9,CO,1682273270
303,falmouth,50.1544,-5.0711,10.370000000000005,77,40,6.17,GB,1682273271
